"","x"
"1",0.00173265259999766
"2",0.00231209310000224
"3",0.00267634660001193
"4",0.00356694789999779
"5",0.00374588970002776
"6",0.00374892060001741
"7",0.00386581971001476
"8",0.00628475531001982
"9",0.00707663989999219
"10",0.0093649279399699
"11",0.00988544900002353
"12",0.0102033146999929
"13",0.0130649755542862
"14",0.0131917509000061
"15",0.0142038368999948
"16",0.0145214124222974
"17",0.0155957376351097
"18",0.0170887471100087
"19",0.0181788354699961
"20",0.0189883972199851
"21",0.020727728689991
"22",0.0229307855000229
"23",0.0234869834099953
"24",0.0236365592151202
"25",0.0243921312030153
"26",0.026459759399998
"27",0.0266557090470201
"28",0.0267498171843243
"29",0.0270742813500107
"30",0.027255408100018
"31",0.0280608023000042
"32",0.0285589622200177
"33",0.0291078984999871
"34",0.0294273923000219
"35",0.0299095832999967
"36",0.0302708372069702
"37",0.0304720034999946
"38",0.0305969479999817
"39",0.0341957024999857
"40",0.0369889829999863
"41",0.0378552147542877
"42",0.0380912965899824
"43",0.039735700300028
"44",0.0398192121000136
"45",0.0401902970151156
"46",0.0414595569999818
"47",0.0415976150000006
"48",0.0424010897099976
"49",0.0445022894100049
"50",0.0463944854000005
"51",0.04644206910001
"52",0.0475483445000151
"53",0.0486547114100091
"54",0.0542838097999976
"55",0.0563357283100032
"56",0.0565307728151083
"57",0.0575963845999894
"58",0.0585349920999931
"59",0.0586058910000133
"60",0.0586608409999911
"61",0.0600992591910199
"62",0.0615462227099925
"63",0.0619095625999648
"64",0.0628988629899823
"65",0.0649991454100132
"66",0.0668802647000035
"67",0.0680878095120079
"68",0.0695270313999998
"69",0.0708766849365077
"70",0.0710067218100079
"71",0.0724564060999882
"72",0.0727711329999892
"73",0.0755297286490162
"74",0.0761955856999776
"75",0.0764333185500163
"76",0.0770254775500092
"77",0.0779985863499917
"78",0.079094660999985
"79",0.0792779348100083
"80",0.0795797344020031
"81",0.0801295660351116
"82",0.0813977982843141
"83",0.0816852809999631
"84",0.0841447179000028
"85",0.0850050545999608
"86",0.0859795162743353
"87",0.0863254968900122
"88",0.0887368438500147
"89",0.0925623898999959
"90",0.0926902223400106
"91",0.0930615824000114
"92",0.0939318923999792
"93",0.0940854139000038
"94",0.0940964194000173
"95",0.0958110955743336
"96",0.0964204266000053
"97",0.0986749961000015
"98",0.0989842559999801
"99",0.100729268299986
"100",0.101229069400006
"101",0.103376973634326
"102",0.103521377769979
"103",0.106286682884331
"104",0.106564374799973
"105",0.106583887400021
"106",0.109267369399987
"107",0.109372438990007
"108",0.109867971319972
"109",0.110378946500006
"110",0.112336569389996
"111",0.112395860899994
"112",0.11265472381001
"113",0.112942938599986
"114",0.113807489299987
"115",0.115391133300008
"116",0.115995677109993
"117",0.116392825799991
"118",0.116637714950016
"119",0.117264357499977
"120",0.120191713300002
"121",0.12188513880001
"122",0.121946868389998
"123",0.122285220809985
"124",0.122618863509999
"125",0.122779305000023
"126",0.123693169900022
"127",0.124089983754303
"128",0.125725562736505
"129",0.126141051814329
"130",0.127717052170013
"131",0.128918969099971
"132",0.129678483299998
"133",0.129998013999995
"134",0.130337015367985
"135",0.130632519000002
"136",0.131232664709998
"137",0.132497738210006
"138",0.132790778002018
"139",0.133295866300003
"140",0.133337664249979
"141",0.134148799299993
"142",0.134489980699968
"143",0.135157398290019
"144",0.135530854099997
"145",0.136408281100003
"146",0.136577628299989
"147",0.136853970099992
"148",0.137983270184336
"149",0.138440219129976
"150",0.138512079801998
"151",0.138866965900021
"152",0.139849592949986
"153",0.140106104399976
"154",0.140298207999976
"155",0.141226843700011
"156",0.141443941899993
"157",0.141748522174325
"158",0.14298050619999
"159",0.151326905599987
"160",0.152927068435105
"161",0.153970667300001
"162",0.153975349480021
"163",0.154532151542298
"164",0.154704769099993
"165",0.154748048299993
"166",0.15530862132141
"167",0.156226357599976
"168",0.156429144100017
"169",0.157769858009999
"170",0.15852887958431
"171",0.159939529199988
"172",0.159955985900012
"173",0.161054511699987
"174",0.162265914682294
"175",0.162554479799994
"176",0.167290774110029
"177",0.169591853022297
"178",0.170576536220011
"179",0.171331551489999
"180",0.171798916409983
"181",0.172031285840021
"182",0.172083981209994
"183",0.172299040710016
"184",0.17255837141002
"185",0.172792160500009
"186",0.172869813929992
"187",0.173932254999983
"188",0.174690673699985
"189",0.17534699381001
"190",0.175545479839997
"191",0.177710092300003
"192",0.178040688499991
"193",0.17834196230001
"194",0.179992293500021
"195",0.18059143071001
"196",0.180885758532312
"197",0.182042771699997
"198",0.182506815269988
"199",0.183002217312008
"200",0.184274365420009
"201",0.186858836884312
"202",0.18835234103652
"203",0.188829524180008
"204",0.190761100000003
"205",0.190960862554292
"206",0.194662490999988
"207",0.195075775900008
"208",0.195973079400005
"209",0.197869788400013
"210",0.198734407260019
"211",0.20073065646001
"212",0.200791883710025
"213",0.200904204599993
"214",0.201030427615123
"215",0.201647782100011
"216",0.202285231324979
"217",0.204257683859993
"218",0.205626349900001
"219",0.207137649799989
"220",0.207798273899982
"221",0.208553419609999
"222",0.208641084901998
"223",0.209134466736501
"224",0.209248154400015
"225",0.21040421890001
"226",0.21060709407999
"227",0.211971979299989
"228",0.212647382100002
"229",0.212725242210013
"230",0.213738148229993
"231",0.213989946800012
"232",0.215931795899976
"233",0.216213460200038
"234",0.216281774600006
"235",0.21667435980001
"236",0.217386346799984
"237",0.21759931231
"238",0.217731188222302
"239",0.221257563815087
"240",0.221587190099982
"241",0.225997059380958
"242",0.226543679599999
"243",0.226601569989981
"244",0.226979367400006
"245",0.22731053482002
"246",0.228992972322317
"247",0.229384025822299
"248",0.230141856364327
"249",0.230972217398531
"250",0.231502646099983
"251",0.231713958499995
"252",0.232613408300011
"253",0.233342811709974
"254",0.233558220080027
"255",0.233607865985405
"256",0.233832561370008
"257",0.234039724099986
"258",0.237411940599983
"259",0.238518662900006
"260",0.240495487999979
"261",0.241502964399999
"262",0.242962404749974
"263",0.243395394670017
"264",0.244503233450004
"265",0.245318071500009
"266",0.245514552369997
"267",0.24566117320002
"268",0.247809708092987
"269",0.248166007200012
"270",0.24860023159998
"271",0.249487616184311
"272",0.250519925084333
"273",0.251161281400002
"274",0.251770073039992
"275",0.252805046199995
"276",0.252910027999974
"277",0.253117621690023
"278",0.255410951100032
"279",0.255740631050017
"280",0.255935936629996
"281",0.256775741280009
"282",0.25771371351
"283",0.258133521170009
"284",0.258322439180006
"285",0.258381519889994
"286",0.258485509200014
"287",0.259322472000008
"288",0.259794283100021
"289",0.261120856410002
"290",0.263265860299995
"291",0.263298904699994
"292",0.268078605520003
"293",0.268585008814981
"294",0.268744969380961
"295",0.270264238724991
"296",0.274334350354991
"297",0.27487868935431
"298",0.275191019499999
"299",0.275364904900002
"300",0.277291322850019
"301",0.277353411800007
"302",0.278234449099998
"303",0.27922090540001
"304",0.28088825479999
"305",0.281426075610028
"306",0.282420241599965
"307",0.282555199399994
"308",0.283192662400012
"309",0.283672795800015
"310",0.283950513699992
"311",0.284043656599991
"312",0.284677442400024
"313",0.285414668510029
"314",0.288642773400014
"315",0.290234694559999
"316",0.290329284969999
"317",0.291317058520022
"318",0.294089601209976
"319",0.295888526449019
"320",0.296155393769993
"321",0.296361462499959
"322",0.296590800599986
"323",0.297832010369987
"324",0.298519208499982
"325",0.299257529010035
"326",0.29972604100999
"327",0.300840206899977
"328",0.300964178499996
"329",0.301801689899989
"330",0.30198859059999
"331",0.30209531062998
"332",0.302224209400038
"333",0.302556778749008
"334",0.303583110800005
"335",0.304451876404968
"336",0.306690746315027
"337",0.306879437500001
"338",0.307190210550019
"339",0.307265391800001
"340",0.307432246799991
"341",0.309575984699961
"342",0.310772705100007
"343",0.310971016384315
"344",0.312073956972014
"345",0.31241053040003
"346",0.312817814009989
"347",0.313476778980004
"348",0.314028381400036
"349",0.314045300836511
"350",0.314901113700017
"351",0.315424121910027
"352",0.316563881499974
"353",0.317769049599974
"354",0.318636882150003
"355",0.319381874899989
"356",0.3212004759
"357",0.3214775159
"358",0.323120985384321
"359",0.323552607800011
"360",0.324195401329973
"361",0.324825250900005
"362",0.326021382999997
"363",0.326060085350036
"364",0.327129047100001
"365",0.327241489724983
"366",0.32750603448433
"367",0.32875905009
"368",0.329710848900007
"369",0.334070194410018
"370",0.334079016450005
"371",0.334162244735126
"372",0.334825276915126
"373",0.335288187100005
"374",0.335901549884312
"375",0.337656089484298
"376",0.337754739200008
"377",0.339175416699973
"378",0.339594244299988
"379",0.341147876699964
"380",0.341597818215135
"381",0.343214343999975
"382",0.343645336000009
"383",0.343685382160018
"384",0.346018750400006
"385",0.346096390499994
"386",0.346495002000012
"387",0.346881122310009
"388",0.349614764999998
"389",0.349639179519968
"390",0.349758569700001
"391",0.350074773599985
"392",0.35221834508431
"393",0.352625019700028
"394",0.353292845009989
"395",0.354793132199987
"396",0.355549923990012
"397",0.357495728884302
"398",0.357593102299987
"399",0.35764269260001
"400",0.359284390200017
"401",0.359535013709987
"402",0.360488862149992
"403",0.361116971400023
"404",0.36137648419998
"405",0.364334122600027
"406",0.364397221480004
"407",0.365436748889977
"408",0.365538830470015
"409",0.365713622899989
"410",0.366231805140004
"411",0.368679897910013
"412",0.369816106736522
"413",0.370980139400032
"414",0.370993545900006
"415",0.3718531958
"416",0.372773550899993
"417",0.374200464849991
"418",0.375598144994299
"419",0.375865936799997
"420",0.3763784442
"421",0.377520984184329
"422",0.377689756799995
"423",0.378513270499994
"424",0.378661007289978
"425",0.37923886119998
"426",0.379260219700029
"427",0.379491646609978
"428",0.380161295810012
"429",0.382117969499987
"430",0.382775952499983
"431",0.383453377200027
"432",0.385528342922299
"433",0.387726486510005
"434",0.390330480436518
"435",0.390454193189996
"436",0.392285146280003
"437",0.392393443000003
"438",0.392451253399997
"439",0.392589394860011
"440",0.398773473799977
"441",0.398846540199997
"442",0.399421012999994
"443",0.400168124499999
"444",0.400277290600016
"445",0.401704189499995
"446",0.401877924199994
"447",0.402524476599993
"448",0.40304633400001
"449",0.404361687100007
"450",0.404742711160011
"451",0.405016910350014
"452",0.405319805099964
"453",0.405626711350024
"454",0.405628940399993
"455",0.405737186200028
"456",0.406310051503013
"457",0.406899330879995
"458",0.407713545209987
"459",0.407784926384323
"460",0.408175356600012
"461",0.40941339070001
"462",0.409686364249978
"463",0.411288795810009
"464",0.411316587230004
"465",0.412358897400026
"466",0.413055580599988
"467",0.413406240800015
"468",0.414168480800001
"469",0.414265675849009
"470",0.415379759700002
"471",0.415460194310015
"472",0.417108796350007
"473",0.418938931500008
"474",0.419186514299994
"475",0.420600784239994
"476",0.420752840700018
"477",0.421639354684331
"478",0.421748312010024
"479",0.422720510484325
"480",0.422889959110023
"481",0.423497122300006
"482",0.424194258390003
"483",0.424459476484316
"484",0.425174275899963
"485",0.425764349700003
"486",0.427680525624993
"487",0.428192572499995
"488",0.428723221639999
"489",0.429835639900006
"490",0.43038989291
"491",0.430800940522303
"492",0.431746166300002
"493",0.432039769299976
"494",0.43276300191512
"495",0.433067298189968
"496",0.433112013294291
"497",0.434825185800008
"498",0.435431758500002
"499",0.436350627799953
"500",0.437377950509969
"501",0.438455304500025
"502",0.439401865910014
"503",0.440514703399998
"504",0.4425045367
"505",0.442829599589999
"506",0.445059245910002
"507",0.445261775239999
"508",0.450334252900021
"509",0.450554727899998
"510",0.451563305610009
"511",0.451930877899983
"512",0.452359458972012
"513",0.454279286599984
"514",0.4552392123
"515",0.455798848900002
"516",0.456397590100011
"517",0.456462894299989
"518",0.456741180799995
"519",0.456766547200019
"520",0.459104780522296
"521",0.459194210910013
"522",0.459907524339997
"523",0.459942929936517
"524",0.461062599869976
"525",0.464064014000002
"526",0.464724392699978
"527",0.466065134699974
"528",0.467476729200015
"529",0.468481839799992
"530",0.47020541733599
"531",0.471338416050017
"532",0.472893600035121
"533",0.474663425944087
"534",0.474699100236521
"535",0.479918232300008
"536",0.482862644009998
"537",0.483793838510024
"538",0.483818219300005
"539",0.485059615699996
"540",0.485431430599974
"541",0.485814383615107
"542",0.486379237499989
"543",0.48713111295497
"544",0.487380865254295
"545",0.48865271839999
"546",0.489756253799996
"547",0.490343311070006
"548",0.491900600999998
"549",0.493123026879999
"550",0.493874546200004
"551",0.500881872099995
"552",0.501621639299998
"553",0.501914972299986
"554",0.502392568099992
"555",0.503357332944091
"556",0.503972049699996
"557",0.503985773300016
"558",0.505838427500009
"559",0.50585792630001
"560",0.506164870300012
"561",0.506476062739992
"562",0.509009956450001
"563",0.50905366611002
"564",0.5093349176
"565",0.509591566900014
"566",0.51049234991001
"567",0.512259649099988
"568",0.512697397310006
"569",0.515523355409982
"570",0.515774489200012
"571",0.516147654600005
"572",0.516818191600009
"573",0.516828139399976
"574",0.517250903000004
"575",0.517653336099997
"576",0.517899554022307
"577",0.518629396700007
"578",0.519434099249992
"579",0.519752316600005
"580",0.520244614010011
"581",0.522663283660009
"582",0.522934616736492
"583",0.522972550410032
"584",0.525460744710017
"585",0.527128968185394
"586",0.528069766409999
"587",0.529382545291014
"588",0.52954364979999
"589",0.529880457550007
"590",0.530135083285387
"591",0.53016088359999
"592",0.530656707250017
"593",0.532781173890001
"594",0.533852212200003
