"","x"
"595",0.537298351060002
"596",0.53799432548
"597",0.538246180510015
"598",0.538903058800003
"599",0.538963720900014
"600",0.540271287210004
"601",0.540893979200007
"602",0.541060070550031
"603",0.541109512599988
"604",0.541706520229994
"605",0.541803342009985
"606",0.541847806336975
"607",0.542061942100005
"608",0.542252292599997
"609",0.544285891749013
"610",0.545131689826974
"611",0.545285051059992
"612",0.545873787999994
"613",0.546813440400001
"614",0.547281984099982
"615",0.547651502799994
"616",0.547748548499996
"617",0.547924748100016
"618",0.548133024322311
"619",0.549119118509992
"620",0.549691854500011
"621",0.55001404974999
"622",0.550096598835111
"623",0.553649113449978
"624",0.554312639299994
"625",0.555637492700001
"626",0.555869870839999
"627",0.555901816299993
"628",0.556276857336513
"629",0.55639120615001
"630",0.556804898899998
"631",0.557267175299998
"632",0.557294190199997
"633",0.558178996559974
"634",0.56074580535001
"635",0.563122115799999
"636",0.565013194699986
"637",0.569359124620021
"638",0.569574241949013
"639",0.570987903826492
"640",0.57101128219999
"641",0.571399841299964
"642",0.571499598924987
"643",0.574127139310022
"644",0.574637876899985
"645",0.577938199999991
"646",0.578291240600024
"647",0.579735838399969
"648",0.581668159300023
"649",0.581893678036522
"650",0.582941512199994
"651",0.583177397499995
"652",0.584723039100012
"653",0.585217485969977
"654",0.586003086500014
"655",0.586298127580008
"656",0.586353729599992
"657",0.587104013209981
"658",0.58820372964
"659",0.589253010470003
"660",0.589322432210011
"661",0.589850012200003
"662",0.590799906000001
"663",0.590942237100009
"664",0.592186843299984
"665",0.592584601300018
"666",0.593911315109992
"667",0.594411517499964
"668",0.594926128300017
"669",0.59495580558432
"670",0.596912941700012
"671",0.59821354816998
"672",0.598290337499989
"673",0.598842077254304
"674",0.599033409209966
"675",0.601044939584327
"676",0.601082824000017
"677",0.601331925999986
"678",0.601442819940004
"679",0.6017460156
"680",0.602145260100002
"681",0.602677712929975
"682",0.602922159800002
"683",0.603440429100019
"684",0.604047419004971
"685",0.604584473399981
"686",0.605229376000011
"687",0.608563630109984
"688",0.610117752136517
"689",0.610740745322317
"690",0.612242069001994
"691",0.612675973199984
"692",0.612738278070012
"693",0.6146349319
"694",0.615086496199979
"695",0.615329596736501
"696",0.615524138199987
"697",0.615750238200022
"698",0.617807997800014
"699",0.620836953999955
"700",0.622979235599999
"701",0.623586673999995
"702",0.624456901000016
"703",0.624977296750316
"704",0.625500827599993
"705",0.625811365745122
"706",0.626557416300003
"707",0.626803732499994
"708",0.627915786089986
"709",0.628138437199993
"710",0.628760948300013
"711",0.628837093084329
"712",0.630579291899991
"713",0.631783809100014
"714",0.63212599808999
"715",0.632236102920018
"716",0.634927656720023
"717",0.635969759510019
"718",0.636289599800008
"719",0.63642894820002
"720",0.636547647510014
"721",0.636728184299983
"722",0.637782538929997
"723",0.637879197500013
"724",0.638106782710011
"725",0.638505547599991
"726",0.639801437199978
"727",0.643307729299991
"728",0.643318757599985
"729",0.643356428700002
"730",0.644388705150021
"731",0.644778524800003
"732",0.64512477431002
"733",0.645554383899992
"734",0.646140737670009
"735",0.646326477710019
"736",0.646647853499999
"737",0.648827976800021
"738",0.649478514200013
"739",0.650377853650014
"740",0.653291666736479
"741",0.653963367699987
"742",0.655419098199999
"743",0.65542301550002
"744",0.655830265900008
"745",0.658982140100008
"746",0.660340037299989
"747",0.661367380249999
"748",0.662095335549978
"749",0.662384827910003
"750",0.664076601700017
"751",0.664441714599974
"752",0.667403405999991
"753",0.668024830500002
"754",0.66847643780001
"755",0.668836932985386
"756",0.671063570949983
"757",0.67219036302231
"758",0.673474511001999
"759",0.673476104035103
"760",0.674903272399987
"761",0.675379573899988
"762",0.676621471099992
"763",0.676784639000019
"764",0.677331785199982
"765",0.677442139222308
"766",0.677746686400013
"767",0.678134916850013
"768",0.678137219000007
"769",0.678628295540022
"770",0.68121460972003
"771",0.682308160999995
"772",0.683482691299986
"773",0.683947399200008
"774",0.684430227399986
"775",0.685795578200015
"776",0.685922505410005
"777",0.686853925035123
"778",0.687371536799972
"779",0.688525692200002
"780",0.688683137199988
"781",0.688969268570006
"782",0.689807830270027
"783",0.691883308239994
"784",0.692297477099984
"785",0.692735814985383
"786",0.69287487470001
"787",0.695198366999989
"788",0.695806175510029
"789",0.696647164009988
"790",0.698077221600016
"791",0.698276690500009
"792",0.698577938949981
"793",0.698982838900008
"794",0.700226343479997
"795",0.700724804099977
"796",0.702022777420027
"797",0.705798048209999
"798",0.706443947369991
"799",0.708466665199992
"800",0.709915115339996
"801",0.710032650610017
"802",0.711079334800004
"803",0.713247835284307
"804",0.716282754199995
"805",0.717502847099993
"806",0.717768115699982
"807",0.718451417600008
"808",0.718987737400013
"809",0.719721575099982
"810",0.719740520840006
"811",0.720764877000008
"812",0.723057516984326
"813",0.723197575599983
"814",0.723447408099986
"815",0.723664111710008
"816",0.724090852070034
"817",0.725902758609976
"818",0.727140113370012
"819",0.727969693520023
"820",0.728360202700003
"821",0.728379650729977
"822",0.728389106899996
"823",0.728429103999986
"824",0.728718867500007
"825",0.728997511500012
"826",0.729578644889983
"827",0.730383749310022
"828",0.731109626400027
"829",0.731864268300015
"830",0.732374948880008
"831",0.734381279099992
"832",0.734602673799998
"833",0.734793569599987
"834",0.736517627799998
"835",0.737525493400014
"836",0.737790409799999
"837",0.740302922620018
"838",0.740979156070011
"839",0.742571514389994
"840",0.743550044470027
"841",0.743799458200002
"842",0.744607808747006
"843",0.748955551500018
"844",0.749069973209998
"845",0.749636473400003
"846",0.750445365600015
"847",0.751272413410021
"848",0.75160648489998
"849",0.753115315399981
"850",0.753552965285394
"851",0.753957038200014
"852",0.754044636189974
"853",0.754258062510033
"854",0.755939098510026
"855",0.758002100750005
"856",0.758076956614971
"857",0.758630011222309
"858",0.758707701500001
"859",0.759454777900004
"860",0.759476435299987
"861",0.759561954989991
"862",0.760123115099972
"863",0.762324525712302
"864",0.763723766100014
"865",0.768851515319994
"866",0.769297195500002
"867",0.76933966925003
"868",0.76952714462
"869",0.769923304909994
"870",0.77009097689853
"871",0.771871079699977
"872",0.772791069600018
"873",0.773294124299994
"874",0.773425632399992
"875",0.773905700899988
"876",0.7774577948
"877",0.777713040100011
"878",0.777849103800008
"879",0.778694802589982
"880",0.778882698735117
"881",0.779232351600001
"882",0.780169952044972
"883",0.780420989700019
"884",0.780970534010009
"885",0.78137671444
"886",0.782562484599993
"887",0.78380721760999
"888",0.784332587354299
"889",0.78590735940999
"890",0.787153479800011
"891",0.788074046471991
"892",0.788422170200008
"893",0.78944779609995
"894",0.789466850700009
"895",0.789854629110025
"896",0.789941290800002
"897",0.791432486899964
"898",0.792530427300008
"899",0.793683427199994
"900",0.794186231299989
"901",0.795331623936491
"902",0.796745441950037
"903",0.797423589399997
"904",0.797544133250028
"905",0.798156797100006
"906",0.798318354300008
"907",0.800052902899992
"908",0.801448116784314
"909",0.802098081500006
"910",0.80396653210002
"911",0.804255800299984
"912",0.804716079999977
"913",0.808583312500019
"914",0.812601932599989
"915",0.813389560999994
"916",0.813490825070019
"917",0.814998516309984
"918",0.816531869999991
"919",0.816811608169999
"920",0.817287976470013
"921",0.81744299345003
"922",0.817519903836512
"923",0.818752557989981
"924",0.820108011100018
"925",0.820247510050024
"926",0.820492129354207
"927",0.821012450740014
"928",0.82268397164998
"929",0.823151055110003
"930",0.823555756160005
"931",0.823656845000002
"932",0.826023152450006
"933",0.827308053884309
"934",0.827346123822309
"935",0.827528681399997
"936",0.827661155600012
"937",0.829431026100025
"938",0.829586608350013
"939",0.830359372599986
"940",0.831046704099961
"941",0.83275952999999
"942",0.833237279920027
"943",0.833298965900013
"944",0.833403303200001
"945",0.834322127900023
"946",0.834370947572012
"947",0.834853331799991
"948",0.835943988599993
"949",0.837293027350015
"950",0.839066693322309
"951",0.839355749100022
"952",0.840726070299993
"953",0.841045114232301
"954",0.842042741006978
"955",0.842780553499992
"956",0.843827237010018
"957",0.843941752209972
"958",0.844077146899963
"959",0.844639367722294
"960",0.845081835000002
"961",0.845098234309987
"962",0.845304088570018
"963",0.845597797899998
"964",0.846782501200025
"965",0.846815734689997
"966",0.847961613400017
"967",0.850128160989982
"968",0.851405072999995
"969",0.851866332010005
"970",0.851939732000019
"971",0.852523336100006
"972",0.8525905029
"973",0.852683122100032
"974",0.854015587470002
"975",0.85438469193511
"976",0.854570429784317
"977",0.855806023200003
"978",0.856172627500001
"979",0.856299077699987
"980",0.856539231200017
"981",0.859034842449987
"982",0.860827975100008
"983",0.861380089400001
"984",0.861675042100003
"985",0.862238416099999
"986",0.862238616999988
"987",0.862911888799999
"988",0.864275087600006
"989",0.864362435400011
"990",0.865378527199994
"991",0.866322000500006
"992",0.868794237469984
"993",0.868912921299994
"994",0.870585852699989
"995",0.871513189560005
"996",0.871568904500009
"997",0.871824138210002
"998",0.871851051780013
"999",0.872187300700006
"1000",0.873546761599997
"1001",0.874176778776885
"1002",0.874310146730011
"1003",0.874661736099981
"1004",0.877114790199997
"1005",0.877746855000012
"1006",0.87793894882229
"1007",0.878381638300013
"1008",0.880750393100016
"1009",0.882623009414971
"1010",0.883294712699993
"1011",0.883295031000003
"1012",0.884598203899984
"1013",0.885507439900024
"1014",0.886061696619976
"1015",0.88635169298999
"1016",0.887712053599984
"1017",0.888075129012009
"1018",0.889404924510004
"1019",0.891119043009994
"1020",0.892080510250011
"1021",0.89369630602998
"1022",0.894275978500005
"1023",0.895740357650013
"1024",0.896342910699985
"1025",0.896882037000012
"1026",0.897502489110011
"1027",0.899193980600003
"1028",0.899956287769996
"1029",0.900968531700002
"1030",0.901330834800021
"1031",0.901377989799997
"1032",0.902086303002008
"1033",0.903407834800007
"1034",0.904411468500015
"1035",0.904536292709977
"1036",0.90522772998537
"1037",0.906719963899988
"1038",0.909574869309992
"1039",0.911015903399985
"1040",0.911261734800007
"1041",0.913538059199993
"1042",0.914116141300013
"1043",0.917059467800001
"1044",0.918587883800029
"1045",0.91914495556
"1046",0.919492052554304
"1047",0.91954038679998
"1048",0.920192936910013
"1049",0.920274064999987
"1050",0.920467885149989
"1051",0.923007774985393
"1052",0.92568448741001
"1053",0.926090858900025
"1054",0.927387401899992
"1055",0.928254758899968
"1056",0.928763910100002
"1057",0.928836777010005
"1058",0.92942397600001
"1059",0.929872862776875
"1060",0.931093561520015
"1061",0.931408521600019
"1062",0.931510852410014
"1063",0.932305210199999
"1064",0.932480420100021
"1065",0.933206931899988
"1066",0.934597252400025
"1067",0.934824424199988
"1068",0.934974667099993
"1069",0.935780001120023
"1070",0.937250272699984
"1071",0.93892391768432
"1072",0.939409416000018
"1073",0.941018068022302
"1074",0.941207199399983
"1075",0.942502344100035
"1076",0.942999034884309
"1077",0.943451796229979
"1078",0.944022387900006
"1079",0.945502396900025
"1080",0.945997971200001
"1081",0.94622285749999
"1082",0.951066887299987
"1083",0.95246100784
"1084",0.95283281990001
"1085",0.955817112099993
"1086",0.9561833954223
"1087",0.956576278200004
"1088",0.956870767310008
"1089",0.95830685820998
"1090",0.958744220139991
"1091",0.959056693299985
"1092",0.959155722109983
"1093",0.959361040949986
"1094",0.960511903950021
"1095",0.961279303299975
"1096",0.962302808000004
"1097",0.962918195589992
"1098",0.963180964200006
"1099",0.965309539099991
"1100",0.967527829599987
"1101",0.968702573100018
"1102",0.969770111270009
"1103",0.970654797499989
"1104",0.970717065936512
"1105",0.970964094600021
"1106",0.9711699307
"1107",0.973088495900001
"1108",0.973236309699971
"1109",0.973733903199985
"1110",0.974897894999984
"1111",0.976399751949984
"1112",0.978238163200004
"1113",0.978258594035111
"1114",0.978885606550008
"1115",0.980502637169977
"1116",0.980578109899994
"1117",0.983166938200014
"1118",0.983533401220015
"1119",0.984046057200004
"1120",0.98422007650997
"1121",0.985514091999988
"1122",0.985738175899982
"1123",0.9859583577
"1124",0.987582247899994
"1125",0.987684375000001
"1126",0.989944658900001
"1127",0.990060206000024
"1128",0.992992526000009
"1129",0.993888871710013
"1130",0.994378975000004
"1131",0.994965317999984
"1132",0.995155165400021
"1133",0.996891055500001
"1134",0.998359077599986
"1135",1.0004238291
"1136",1.0009027043
"1137",1.00230900119999
"1138",1.0029320172543
"1139",1.00344719835002
"1140",1.0039554941
"1141",1.0044883616
"1142",1.0045144617
"1143",1.00541550944901
"1144",1.00571784357199
"1145",1.00676123975002
"1146",1.0074036287
"1147",1.00741908730002
"1148",1.00880255010998
"1149",1.00948873615003
"1150",1.0096050885
"1151",1.01001209691
"1152",1.01032264979999
"1153",1.01280675912997
"1154",1.01317101609999
"1155",1.01484836979999
"1156",1.01498284939997
"1157",1.01510558466001
"1158",1.01580499545001
"1159",1.01691740399997
"1160",1.01753591470001
"1161",1.0183498599
"1162",1.01847524499999
"1163",1.01954106520002
"1164",1.02008936993649
"1165",1.0220204524
"1166",1.0230875307
"1167",1.02448019250004
"1168",1.02497611000001
"1169",1.02532518509999
"1170",1.02579037869999
"1171",1.02600699327
"1172",1.02642030724498
"1173",1.02670778357
"1174",1.02690344500002
"1175",1.0280328058
"1176",1.02918664032232
"1177",1.02976101501001
"1178",1.0305670509
"1179",1.03057925349999
"1180",1.03162002000199
"1181",1.03192539050001
"1182",1.03397091850002
"1183",1.03459953560001
"1184",1.0352783275
"1185",1.03776150392231
"1186",1.0377978236923
"1187",1.03906574289999
"1188",1.0390801298
"1189",1.04216602222
"1190",1.04300225090998
"1191",1.04314393200001
"1192",1.04395491012002
"1193",1.04618500599997
"1194",1.04712719849999
"1195",1.04772327259001
"1196",1.04989218249999
"1197",1.05181880647001
"1198",1.05354618882002
"1199",1.05397174800002
"1200",1.05504438822996
"1201",1.05608380849999
"1202",1.05616575522002
"1203",1.05655978879999
"1204",1.05717046713649
"1205",1.057689958
"1206",1.05800842648432
"1207",1.05911112299999
"1208",1.0593379207
"1209",1.05962071868431
"1210",1.05963027873651
"1211",1.06060741440001
"1212",1.0607595946
"1213",1.06092522669999
"1214",1.0625810705
"1215",1.06260574951003
"1216",1.06310468668998
"1217",1.06448330570001
"1218",1.06634574159999
"1219",1.06734054329998
"1220",1.07051493380001
"1221",1.07172826945003
"1222",1.07266512139999
"1223",1.07459903409998
"1224",1.07718749939998
"1225",1.07758408171001
"1226",1.0778916201543
"1227",1.07949235059999
"1228",1.08050080679999
"1229",1.08158982789999
"1230",1.08188084380002
"1231",1.0823182576723
"1232",1.08232631808998
"1233",1.08341058941998
"1234",1.08369734997
"1235",1.0840032087
"1236",1.0842960225
"1237",1.08529541775999
"1238",1.0876984028
"1239",1.0880980477
"1240",1.08891352018432
"1241",1.09107402298001
"1242",1.09132199912231
"1243",1.09386140110001
"1244",1.09455451430001
"1245",1.09460975569998
